rangeIndex,freqIndex,esperanto,esperantoAudio,english,englishTranslationSource,englishAudio,sampleUsage,sampleUsageAudio,relatedWords,relatedWordsAudio,esperantoAudioSource,rangeIndexOriginal,tags
102,105,jaro,[sound:Lepticed7_jaro.mp3],year,OG,[sound:hypertts-ba13cfc5138fad6b117f2d6a1b77e8b23334cce27cabe94a36b106bb.mp3],Ĉijare mi lernas Esperanton.=This year I am learning Esperanto.,,,,Esperanto.cards,470,*Nouns [DuoLingo] [kontakto] [uea/facila] Dates+Time+Events
103,126,antaŭ,[sound:Lepticed7_antaŭ.mp3],"ago, before, in front of",OG,[sound:hypertts-7805219a443cc0c6806b827ee6b67cc7deccd9400fc70918e2095b35.mp3],Mi atendas vin antaŭ via domo.=I am waiting for you in front of your house.Vi iras antaŭ mi.=You go before me.,,"antaŭe=formerly, previously,antaŭvidi=to foresee",[sound:hypertts-5f58fbd7083fa7b21bf14b367b3d1c7ec59fa4b3d16a00a59ed3e98a.mp3],Esperanto.cards,108,*Prepositions [DuoLingo] [kontakto] [uea/facila] Basics Dates+Time+Events
104,109,vivo,[sound:vivo_eo_ll.mp3],life,ESPDIC,[sound:hypertts-c3286eb28a0aa070efed6da7e55c0e2279ef7f084f3b14849b45f33b.mp3],,,,,Lingua Libre,11,"""#OpenSubtitles"""
105,124,post,[sound:Lepticed7_post.mp3],"after, behind",OG,[sound:hypertts-95ec210ee6f52dd37f2509e8d2ae6ae6c74590513a94f23467c124df.mp3],"Post kiam mi laboris, mi dormis.=After I worked, I slept.",,"poste=next, subsequently, afterwards",[sound:hypertts-b7a193c7e14b6c754249be71f6ef8af0a540977ee5f26da01bab5bea.mp3],Esperanto.cards,109,*Prepositions [DuoLingo] [kontakto] [uea/facila] Basics
106,132,multe,[sound:Lepticed7_multe.mp3],"a lot, much, greatly",OG,[sound:hypertts-cc76422bc793ebb44a628b4968d13f8d1b55fee2d344563d8e52b350.mp3],Mi multe dormas.=I sleep a lot.,,,,Esperanto.cards,110,*Adverbs [DuoLingo] [uea/facila] Numbers+Units
107,127,vidis,[sound:vidis_eo_ll.mp3],saw,ChatGPT,[sound:hypertts-81024007125b0a956ac286c2e53ff6f78cbfb8fcbe85762eb46a5185.mp3],,,,,Lingua Libre,19,"""#OpenSubtitles"""
108,122,vidi,[sound:Lepticed7_vidi.mp3],to see,OG,[sound:hypertts-40e4c735dd2d60a656961b09b091c2d4f37ca0ef458a4ef94f9c7402.mp3],Mi vidas du hundojn.=I see two dogs.,,,,Esperanto.cards,114,*Verbs [DuoLingo] [kontakto] [uea/facila]
109,91,simple,[sound:Lepticed7_simple.mp3],"simply, simple, just",OG,[sound:hypertts-c33a5371f6f61c7638127193ea108cdda44c0bc7ea45a1db92fc8c1d.mp3],,,,,Esperanto.cards,115,*Adverbs
110,96,iru,[sound:iru_eo_ll.mp3],go,ChatGPT,[sound:hypertts-b5d10bb8eabd868ac1a82743e2b529d1a7485adbbadd5287d07fe466.mp3],,,,,Lingua Libre,18,"""#OpenSubtitles"""
111,130,pensis,[sound:pensis_eo_ll.mp3],thought,ChatGPT,[sound:hypertts-4410aa633ad49e879dd47b9c8cc3d8c9b81e80cfe1f00682e3223b63.mp3],,,,,Lingua Libre,17,"""#OpenSubtitles"""
112,99,kelka,[sound:Lepticed7_kelka.mp3],"some, several",OG,,La domo havas kelkajn simplajn regulojn.=The house has some simple rules.Li havis nur kelkajn sekundojn.=He had only a few seconds.,,,,Esperanto.cards,2323,*Adjectives [DuoLingo] [kontakto] [uea/facila]
113,139,iras,[sound:iras_eo_ll.mp3],goes,ChatGPT,[sound:hypertts-d8b1259515536040e007f8ea19b15f2f847f7f241c7166a279199148.mp3],,,,,Lingua Libre,19,"""#OpenSubtitles"""
114,88,danko,[sound:danko_eo_ll.mp3],"gratitude, thanks",ESPDIC,,,,,,Lingua Libre,3584,"""#OpenSubtitles"""
116,129,loko,[sound:Lepticed7_loko.mp3],"place, location, spot",OG,[sound:hypertts-9d45f4ef30350bf3c9af9e35000f411d123f457d1ae0bf7d42144948.mp3],Jen la perfekta loko.=Here is the perfect place.,,"loka=local,ejo=place",[sound:hypertts-62eb8ca6f8088e58384dc70b7861dbfa085a6c9cee9717422f8500b0.mp3],Esperanto.cards,176,*Nouns [DuoLingo] [kontakto] [uea/facila] Places
117,117,bela,[sound:Lepticed7_bela.mp3],"beautiful, pretty, handsome",OG,[sound:hypertts-9b15bd3f28239c4536b453cef8b4353a4d16dbed6d8ed81cd0ba54b2.mp3],La tago estas bela.=The day is beautiful.,,"malbela=ugly,beleco=beauty,belulo=an attractive person",[sound:hypertts-23a363d98d4c7b684cf4084e01b673c876f522cfd75f9b507d0014e4.mp3],Esperanto.cards,199,*Adjectives [DuoLingo] [kontakto] [uea/facila]
118,165,tuta,[sound:Lepticed7_tuta.mp3],"whole, entire",OG,[sound:hypertts-6cb47fa6360903209528d05303bef9bfc46ea6c059026f8529f584d6.mp3],La tuta manĝo estis bongusta.=The whole meal was delicious.,,tute=completely,[sound:hypertts-4f41f295557e039c7f17fa91014d2b91b92b0abcdfa7a33ac62a26a7.mp3],Esperanto.cards,220,*Adjectives [DuoLingo] [kontakto] [uea/facila]
119,134,malbona,[sound:Lepticed7_malbona.mp3],"bad, poor",OG,[sound:hypertts-6ecdca334ef8271cae7c636c389e5f47dedd4e012fbe2754559da2a0.mp3],Ĉu la vetero estas malbona hodiaŭ?=Is the weather bad today?,,,,Esperanto.cards,147,*Adjectives [DuoLingo] Words-w-Affixes
120,152,iam,[sound:Lepticed7_iam.mp3],"sometime, at some time, ever",OG,[sound:hypertts-ac391367d562e105d2213d8fbde8b05c49b404d09b631d58443a6c3f.mp3],Ĉu vi iam alvenis matene?=Did you ever arrive in the morning?Mi devas aĉeti kafejon iam.=I need to buy a café sometime.,,"kiam=when,tiam=then,ĉiam=always,neniam=never",[sound:hypertts-d4cb057ab216544fc3ba9f30a030ef9b2e4d9cde21a3d2dcda2365cd.mp3],Esperanto.cards,124,[DuoLingo] [kontakto] Dates+Time+Events
121,149,jam,[sound:Lepticed7_jam.mp3],"already, yet, by now",OG,[sound:hypertts-9839628ab0c34a1cc83f4cc7be35bccaa3648f34e69c9d4de611f4d6.mp3],Ili atendas jam en la salono.=They are already waiting in the living room.Jam sonas la vekhorloĝo.=Already the alarm clock is ringing.,,,,Esperanto.cards,125,*Conjunctions [DuoLingo] [false-friends] [kontakto] [uea/facila] Basics
122,116,rigardu,[sound:rigardu_eo_tts.mp3],look,ChatGPT,[sound:hypertts-11ea2aef661635440a0c9cdc1636074689873e86bf751d30e1478b67.mp3],,,,,TTS Voĉroboto,9,"""#OpenSubtitles"""
125,145,nova,[sound:Lepticed7_nova.mp3],new,OG,[sound:hypertts-c94c6f237828f5d5ccbde0b104f30f3bd83a91b5d42f47d116e34e74.mp3],Mi serĉas novajn ideojn.=I am looking for new ideas.Nenio estas nova ĉi tie.=Nothing is new here.,,"malnova=old,novaĵo=news",[sound:hypertts-06257790b81f3fff7b8a7fe3e192d7fd573bc56dc0d3a5123ee3103e.mp3],Esperanto.cards,216,*Adjectives [DuoLingo] [kontakto] [uea/facila]
126,166,tro,[sound:Lepticed7_tro.mp3],"too, too much",OG,[sound:hypertts-d03a85430dd9a06576c6df4301ecd3cd676b312aca2dac467faf9d71.mp3],Estas tro da butero sur ŝia pano.=There is too much butter on her bread.,,,,Esperanto.cards,129,*Particles [DuoLingo] [kontakto] [uea/facila] Basics
127,171,mem,[sound:Lepticed7_mem.mp3],"itself, herself, self, himself",OG,[sound:hypertts-8da312a1f88b763238f85ce7d8c699d757c24f8aa8d81d8396a76c58.mp3],Mi povas protekti min mem.=I can protect myself.,,,,Esperanto.cards,132,*Particles [DuoLingo] [kontakto] [uea/facila] Basics
128,128,kiuj,[sound:kiuj_eo_ll.mp3],"that, which, who",ESPDIC,[sound:hypertts-ef0c354dd37f3fd4fc3717b4f556bafec4a6da678be559236a7a5a34.mp3],,,,,Lingua Libre,9,"""#OpenSubtitles"""
128,144,multa,[sound:Lepticed7_multa.mp3],"a lot of, much",OG,,Mi havas multajn librojn.=I have many books.,,,,Esperanto.cards,5782,*Adjectives [DuoLingo] [kontakto]
129,161,denove,[sound:Lepticed7_denove.mp3],again,OG,[sound:hypertts-071cf3f5d0bf88718eae9a459ec40454783a6d1b70db765e311c8248.mp3],Li denove vojaĝas al Afriko.=He travels again to Africa.,,,,Esperanto.cards,133,*Adverbs [DuoLingo] Basics
130,121,amiko,[sound:Lepticed7_amiko.mp3],friend,OG,[sound:hypertts-f298e319911fbadaf7de62b84b9f27a0aeecadd225af6d43635c6b7b.mp3],Mi iras kun mia amiko.=I am going with my friend.,,"amikumi=to make friends,geamikoj=male and female friends,amikaro=group of friends",[sound:hypertts-4d641e2733e078e6fac8f32486873c9d073d786c3c680a95c4e962cd.mp3],Esperanto.cards,209,*Nouns [DuoLingo] [kontakto] [uea/facila] People
131,156,sola,[sound:Lepticed7_sola.mp3],"alone, sole, solitary",OG,[sound:hypertts-5ac0c708ee6472ea9fbd3dc79ee0a3cf15d2b242067550e4b2423bff.mp3],Mi ne ŝatas vojaĝi sola.=I don't like traveling alone.,,,,Esperanto.cards,138,*Adjectives [DuoLingo] [kontakto] [uea/facila]
132,169,faros,[sound:faros_eo_tts.mp3],will do,ChatGPT,[sound:hypertts-5d0f7a9b61bade23a27b18edd33e82ff52a1b28afc9cd26ec5bf8318.mp3],,,,,TTS Voĉroboto,37,"""#OpenSubtitles"""
133,163,certe,[sound:Lepticed7_certe.mp3],"certainly, for sure, definitely",OG,[sound:hypertts-1288a2dc379984bc103cf0ff5cb1b1f3b612378495cf0a2a515a8981.mp3],Mi certe ne forgesos.=I will certainly not forget.,,,,Esperanto.cards,135,*Adverbs
134,164,okazas,[sound:okazas_eo_ll.mp3],happens,ChatGPT,[sound:hypertts-efd1b091b1316f3f2a3f63709623d5c9db445db832eb7707ddb243f0.mp3],,,,,Lingua Libre,31,"""#OpenSubtitles"""
135,147,diru,[sound:diru_eo_ll.mp3],say,ChatGPT,[sound:hypertts-2fa1430789c2de848389e5484e80f77ee09d1ee871598d7563a20dd4.mp3],,,,,Lingua Libre,12,"""#OpenSubtitles"""
136,168,vidas,[sound:vidas_eo_ll.mp3],see,ChatGPT,[sound:hypertts-d41c97b6a4215dbf828b8f91b4cf1ce8e39cd3ade86c197d6080ad34.mp3],,,,,Lingua Libre,31,"""#OpenSubtitles"""
138,175,venis,[sound:venis_eo_ll.mp3],came,ChatGPT,[sound:hypertts-675effd0cb957e845774d072b79dfc689012fac0e2dd05e1ef8df177.mp3],,,,,Lingua Libre,37,"""#OpenSubtitles"""
139,178,venas,[sound:venas_eo_ll.mp3],comes,ChatGPT,[sound:hypertts-85d7050d26ef3c371e9081ba1e81df3a696428ea9bd2d30c23b2439b.mp3],,,,,Lingua Libre,39,"""#OpenSubtitles"""
140,75,he,[sound:he_eo_ll.mp3],"eh, hey, say",ESPDIC,,,,,,Lingua Libre,795,"""#OpenSubtitles"""
141,150,per,[sound:Lepticed7_per.mp3],by / with,OG,[sound:hypertts-2097b7bc883e10d4e0a37ee612cfc340c912ac491a70201752a0d28d.mp3],Ĉu vi preferas skribi per krajono aŭ per plumo?=Do you prefer to write with a pencil or a pen?,,,,Esperanto.cards,145,*Prepositions [DuoLingo] [kontakto] [uea/facila] Basics
142,136,laboro,[sound:Lepticed7_laboro.mp3],"job, work",OG,[sound:hypertts-7249d3dad63a69d2b195e10cef62cc9def39e88194fc4da3d38bba6a.mp3],Ĉu Sofia havas laboron?=Does Sofia have a job?,,,,Esperanto.cards,222,*Nouns [DuoLingo] Work
143,148,hodiaŭ,[sound:Lepticed7_hodiaŭ.mp3],today,OG,[sound:hypertts-384d1640dacf598c23a2d5ee772f8696388b2356f95413b78225702b.mp3],Hodiaŭ ni iros al la parko.=Today we will go to the park.,,hodiaŭa=today's,[sound:hypertts-b53b701f0609f06242003f100a3dd52822f5cc44c0fcad5e61e0a4a3.mp3],Esperanto.cards,146,*Morphemes [DuoLingo] [kontakto] [uea/facila] Dates+Time+Events
144,108,viro,[sound:Lepticed7_viro.mp3],man,OG,[sound:hypertts-0b3cf68f6fc48808ed68468de51cd081b209c5e618aba8038e68179b.mp3],Ni estas viroj kaj patroj.=We are men and fathers.,,,,Esperanto.cards,192,*Nouns [DuoLingo] [kontakto] [uea/facila] People
145,146,sufiĉe,[sound:Lepticed7_sufiĉe.mp3],"sufficiently, enough",OG,[sound:hypertts-bf3f9977e4d437c83182281c06c3712cbb0f4d74b5f994068ba61927.mp3],Ĉu vi kunportis sufiĉe da vestaĵoj por tri semajnoj?=Did you bring along enough clothes for three weeks?,,sufiĉi=to suffice,[sound:hypertts-5d6fe45915b86b80c3d3dc246ab9169c9fb850d82f409531e0d1de95.mp3],Esperanto.cards,148,*Conjunctions [uea/facila] Basics
146,115,infano,[sound:Lepticed7_infano.mp3],child,OG,[sound:hypertts-fe9f0a28e51bee961a34933c9a57d2c8d96ef3eeaebcd6ca7fd32538.mp3],Ĉu via infano ŝatas la flavajn florojn?=Does your child like the yellow flowers?,,,,Esperanto.cards,281,*Nouns [DuoLingo] [kontakto] [uea/facila] People
147,173,antaŭe,[sound:Lepticed7_antaŭe.mp3],"Before, previously, formerly",OG,[sound:hypertts-efe3a54a0eab69ab6e2b4fd6484507a5116a8eb3abc64e6bdfc826a9.mp3],"Antaŭe mi studis la italan. Hodiaŭ mi parolas ĝin.=Previously, I studied Italian. Today I speak it.Ĉu vi antaŭe sciis tion?=Did you know that before?",,,,Esperanto.cards,184,*Adverbs Basics
148,120,bonvolu,[sound:Lepticed7_bonvolu.mp3],please,OG,[sound:hypertts-1ca96b35c4bc03840175fc094ed416755ab2bfb815ead66202fec894.mp3],"Jes, bonvolu!=Yes, please!Bonvolu doni ĝin al mi=Please give it to me",,,,Esperanto.cards,155,*Verbs [DuoLingo] Expressions
149,184,havi,[sound:Lepticed7_havi.mp3],to have,OG,[sound:hypertts-c22cf8151f8d41da19bcedfc2d4822bf6761d87e4bda8677521a3195.mp3],Ĉu via familio havas grandan domon?=Does your family have a big house?Ŝi ĉiam havos siajn memorojn de li.=She will always have her memories of him.,,,,Esperanto.cards,156,*Verbs [DuoLingo] [kontakto] [uea/facila] Basics
150,181,faru,[sound:faru_eo_ll.mp3],do,ChatGPT,[sound:hypertts-c2ecb39b61c719bc0d9ebe06bff3b44d818263f6f6de8f94655a12ef.mp3],,,,,Lingua Libre,30,"""#OpenSubtitles"""
151,119,saluto,[sound:saluto_eo_ll.mp3],"bow, greeting, salutation, salute, login",ESPDIC,,,,,,Lingua Libre,1958,"""#OpenSubtitles"""
152,172,okazis,[sound:okazis_eo_ll.mp3],happened,ChatGPT,[sound:hypertts-bdfe782fd4a6339b1c027ea6e93908da188fe1188408286e95f7f4e5.mp3],,,,,Lingua Libre,18,"""#OpenSubtitles"""
153,157,volis,[sound:volis_eo_ll.mp3],wanted,ChatGPT,[sound:hypertts-f42be51be53afa38fa2f90bc17f6e9cf9a56435a15be5eb2e2953c55.mp3],,,,,Lingua Libre,1,"""#OpenSubtitles"""
154,162,malgranda,[sound:Lepticed7_malgranda.mp3],"small, little",OG,[sound:hypertts-f10221b28265cbb20ae05a918c42aa026ea42bb26e5bf7de2adef787.mp3],La bebo estas malgranda.=The baby is little.,,,,Esperanto.cards,232,*Adjectives [DuoLingo] Words-w-Affixes
155,189,tute,[sound:Lepticed7_tute.mp3],"entirely, wholly",OG,[sound:hypertts-35798cc08fcedd97b90743b7f6d05ef65c0ce42c02f8ec09c0fdedb7.mp3],Tute ne gravas!=It totally doesn't matter!,,,,Esperanto.cards,162,*Adjectives
156,85,ho,[sound:Lepticed7_ho.mp3],oh,OG,[sound:hypertts-c0100c38bfc3382c345fb68d3435fe60634328dd5ecec5829b846eef.mp3],"Ho, vi havas tiel bonan koron!=Oh, you have such a good heart!",,,,Esperanto.cards,166,*Nouns [DuoLingo] [kontakto] [uea/facila] Expressions
157,160,lasu,[sound:lasu_eo_ll.mp3],let,ChatGPT,[sound:hypertts-93eefd28b21e5beb8bc5661f65d767c21c762c94b344d3d9c05408ea.mp3],,,,,Lingua Libre,3,"""#OpenSubtitles"""
158,185,problemo,[sound:Lepticed7_problemo.mp3],problem,OG,[sound:hypertts-601f8aafdae5b7e4efbe577f5024b61dde64ef2b61903a6cf93f9aaf.mp3],"Se ŝi havus sufiĉe da mono, ŝi ne havus problemojn.=If she had enough money, she would not have problems.",,,,Esperanto.cards,259,*Nouns [DuoLingo] [kontakto] [uea/facila]
159,203,estu,[sound:estu_eo_ll.mp3],should be,ESPDIC,[sound:hypertts-f190b26989b1d9f334f8837e5d74038b5ed3bd76f031dbce10b9d343.mp3],,,,,Lingua Libre,41,"""#OpenSubtitles"""
160,155,nomo,[sound:Lepticed7_nomo.mp3],name,OG,[sound:hypertts-76efded6f33eb7ae0d4f0f95f6fc6b4116a7caaddbe401aec3c19ec8.mp3],"Jes, mia nomo estas Adamo.=Yes, my name is Adamo.Kiel vi nomiĝas?=What is your name? ('How are you named?')",,,,Esperanto.cards,227,*Nouns [DuoLingo] [kontakto] [uea/facila] People
162,192,poste,[sound:Lepticed7_poste.mp3],"next, subsequently, afterwards",OG,[sound:hypertts-fbce3d07b3dd944cc1951576a3aaa157e4e5ea05139282d3ab2e3ddc.mp3],Ĝis poste!=Until later!Mi vojaĝas al Britio kaj poste Francio.=I travel to Britain and then France.,,,,Esperanto.cards,172,*Adverbs [DuoLingo]
163,198,for,[sound:Lepticed7_for.mp3],away,OG,[sound:hypertts-8105711bd6134bd9b810c1b658c203e9d372087ebbf0b44e3446cbab.mp3],Ili iras for.=They go away.,,"foriri=to go away, to depart,fordoni=to give away",[sound:hypertts-6d1c26fff34ffc60b028ad339ff8bf1a8661d02b2c8ff4d296e3a5a5.mp3],Esperanto.cards,174,*Morphemes [DuoLingo] [false-friends] [kontakto] [uea/facila] Dates+Time+Events
164,206,fojo,[sound:Lepticed7_fojo.mp3],"time, occasion",OG,[sound:hypertts-4a7c958526aa5b426c701d8cf7f8fe284daec5ef301336f152d09459.mp3],Mia patro iris al Usono tri fojojn.=My father went to the United States three times.,,"foje=at times, on occasion",[sound:hypertts-57ef342936646fe39c82247b49dc6f95f3893a43254bb69183c85cec.mp3],Esperanto.cards,362,*Nouns [DuoLingo] [kontakto] [uea/facila] Dates+Time+Events
165,118,dio,[sound:dio_eo_ll.mp3],"deity, divinity, god",ESPDIC,[sound:hypertts-aeb22706ff32121220f07a9641b633bdd153269d257626e8526ed3d6.mp3],,,,,Lingua Libre,48,"""#OpenSubtitles"""
166,188,hejme,[sound:Lepticed7_hejme.mp3],at home,OG,[sound:hypertts-3d8230209d357e31b49f4863c464651243b12cc173cc7160d2016ddf.mp3],Mi estas hejme.=I am at home.Kiom da seĝoj vi havas hejme?=How many chairs do you have at home?,,,,Esperanto.cards,346,*Adverbs [DuoLingo] Home
167,204,iros,[sound:iros_eo_ll.mp3],will go,ChatGPT,[sound:hypertts-6043c79c6a682b30ea0be61336bd9657e7aa30b655b312e359b0dc84.mp3],,,,,Lingua Libre,39,"""#OpenSubtitles"""
168,71,oh,[sound:oh_eo_tts.mp3],oh,ChatGPT,[sound:hypertts-c0100c38bfc3382c345fb68d3435fe60634328dd5ecec5829b846eef.mp3],,,,,TTS Voĉroboto,109,"""#OpenSubtitles"""
169,190,vojo,[sound:Lepticed7_vojo.mp3],"way, path, route",OG,[sound:hypertts-0a5e86f0dad3a5856c8a4947326a588936c131cc924dd573f6803b5b.mp3],La vojo hejmen estas longa.=The way home is long.,,survoje=on the way,[sound:hypertts-10c16c757778770dcad102832e9882355429faa3e63926888fbb1343.mp3],Esperanto.cards,251,*Nouns [DuoLingo] [kontakto] [uea/facila] Travel
171,199,paroli,[sound:Lepticed7_paroli.mp3],to speak,OG,[sound:hypertts-2aebd5c81c592b1cf678db7e5f48a8931745e80feb5b615bb62a7b68.mp3],Mi parolas Esperanton!=I speak Esperanto!Kiam ni parolos pri la afero?=When will we speak about the matter?,,,,Esperanto.cards,182,*Verbs [DuoLingo] [kontakto] [uea/facila] Communication+Language
173,142,venu,[sound:venu_eo_ll.mp3],come,ChatGPT,[sound:hypertts-fc1126873f589d465cb7f382f1e78e91eddd72316d342586c81743e1.mp3],,,,,Lingua Libre,41,"""#OpenSubtitles"""
174,197,maniero,[sound:Lepticed7_maniero.mp3],"method, way, manner",OG,[sound:hypertts-b7510e416d0e2d2ffbc43f0dccfb3b4e9ad5ec47aca82704934370ac.mp3],Tio okazis en stranga maniero.=That happened in a strange manner.Ne parolu en tia maniero!=Don't speak in that way!,,,,Esperanto.cards,239,*Nouns [DuoLingo] [kontakto] [uea/facila] Words-w-Affixes
175,182,fakte,[sound:Lepticed7_fakte.mp3],in fact,OG,[sound:hypertts-46840c43496280602a33b0ee04cfd53a8797e05ec545880888bdb748.mp3],Fakte ne!=In fact not!Ĉu tio fakte okazis?=Did that actually happen?,,,,Esperanto.cards,185,*Adverbs [DuoLingo]
176,174,mondo,[sound:Lepticed7_mondo.mp3],world,OG,[sound:hypertts-7005b403e0584525014bf160da2f86a23ec44f21e00ce4076db28c8f.mp3],Homoj tra la mondo parolas Esperanton.=People throughout the world speak Esperanto.,,"monda=worldwide,mondmilito=world-war",[sound:hypertts-2992281aaddfa9b435b55b09c9589e1a10b5857b1809bd3265db43f1.mp3],Esperanto.cards,225,*Nouns [DuoLingo] [kontakto] [uea/facila] Places
177,78,sinjoro,[sound:Lepticed7_Sinjoro.mp3],"gentleman; Mr., sir",OG,[sound:hypertts-679e940803fc57fe58d3abcd16f798042c5dac25f05138283e7aaf0e.mp3],"Ĉu vi estas Sinjoro Mango?=Are you Mr. Mango?Sinjoroj kaj Sinjorinoj, bonvenon al nia organizo!=Gentlemen and ladies, welcome to our organization!",,"sinjorino=Mrs,gesinjoroj=Ladies and Gentlemen",[sound:hypertts-afa5d12e9d8a996b181af0b04506d8499e551fbf3becb2628d69d102.mp3],Esperanto.cards,208,*Nouns [DuoLingo] [kontakto] [uea/facila] People
178,220,momento,[sound:Lepticed7_momento.mp3],moment,OG,[sound:hypertts-9efabf70d65747653c93b057e49c74ba5df88ce1e4e5f9a5cbbc99ce.mp3],Momenton!=Just a moment!Ĉi tiu momento estas bela.=This moment is beautiful.,,,,Esperanto.cards,306,*Nouns [DuoLingo] [kontakto] [uea/facila] Dates+Time+Events
179,223,signifas,[sound:signifas_eo_ll.mp3],means,ChatGPT,[sound:hypertts-37263227678d447f952541cb07e3221df633ea6c1686d384a33a5ec1.mp3],,,,,Lingua Libre,42,"""#OpenSubtitles"""
180,214,ĵus,[sound:Lepticed7_ĵus.mp3],"just, just now",OG,[sound:hypertts-d9d4122ffaebb4e8689dbb31e796636fbdd46df1b0e4ff2694981db1.mp3],Ĉu vi ĵus diris tion?=Did you just say that?,,,,Esperanto.cards,188,*Morphemes [DuoLingo] [kontakto] [uea/facila] Basics Dates+Time+Events
181,235,longe,[sound:Lepticed7_longe.mp3],"long, for a long time",OG,[sound:hypertts-166762d2ffb4d48ecfd6e3275dc4c5325603375c0ee9e856f3b64401.mp3],"Vi longe ludis, sed en la fino sukcesis.=You played for a long time, but in the end succeeded.",,,,Esperanto.cards,189,*Adverbs [DuoLingo] Dates+Time+Events
182,167,atendu,[sound:atendu_eo_ll.mp3],wait,ChatGPT,[sound:hypertts-00a186afa5f67886225351e83c3e790583d8b6f372e1748e74835048.mp3],,,,,Lingua Libre,21,"""#OpenSubtitles"""
183,177,pardonu,[sound:Lepticed7_pardonu.mp3],"Excuse me, Sorry",OG,[sound:hypertts-4c3f3c397c29374bd1744b6b9ca85308e3800641fbcc975ae75f1beb.mp3],"Pardonu, mi estas komencanto.=Sorry, I am a beginner.",,,,Esperanto.cards,191,*Verbs [DuoLingo] Conflict+Resolution
184,222,lasta,[sound:Lepticed7_lasta.mp3],"last, latest",OG,[sound:hypertts-bfda875d875ed31f137a436dd5e0d3727b869ec8cf6408caa5a1c0d7.mp3],Mi estas la lasta homo ĉi tie.=I am the last person here.,,,,Esperanto.cards,288,*Adjectives [DuoLingo] [kontakto] [uea/facila]
185,229,vera,[sound:Lepticed7_vera.mp3],"true, truthful",OG,[sound:hypertts-5de8b0ee381c966e78dcbef55c9f502e662798d3814db43b2fd2b161.mp3],Ĉu tio estas vera?=Is that true?,,"vero=truth,vere=really, truly",[sound:hypertts-13a0d80824704e21e310f849b605670f5b13b724760c66fea32d1d7b.mp3],Esperanto.cards,242,*Adjectives [DuoLingo] [kontakto] [uea/facila]
186,233,preni,[sound:Lepticed7_preni.mp3],to take,OG,[sound:hypertts-03bdc63e8437ead405c1bfb57f3603dc1b4526dc0b486729730041b4.mp3],Mi prenas kun mi la grandan libron.=I am taking the big book with me.,,,,Esperanto.cards,193,*Verbs [DuoLingo] [kontakto] [uea/facila] Meetings+Interactions
187,215,parolas,[sound:parolas_eo_ll.mp3],speaks,ChatGPT,[sound:hypertts-e59aa78b1d11a71803a64a29ce181ddc4aa15648ab6f7c0b6e2d353d.mp3],,,,,Lingua Libre,31,"""#OpenSubtitles"""
188,196,sciis,[sound:sciis_eo_tts.mp3],knew,ChatGPT,[sound:hypertts-5fc95f6857069db058e5d011e18c7f6dd07c7b49d50f34b90a006058.mp3],,,,,TTS Voĉroboto,7,"""#OpenSubtitles"""
189,217,ŝajnas,[sound:ŝajnas_eo_ll.mp3],seems,ChatGPT,[sound:hypertts-d9aeee94173b32b43aa37bdc249c0f6d4b17ff9b8215d3db8b7ef076.mp3],,,,,Lingua Libre,31,"""#OpenSubtitles"""
190,213,komprenas,[sound:komprenas_eo_ll.mp3],understands,ChatGPT,[sound:hypertts-f60beaaa1dc88b8e1aa1d9d767d04f8009668c019f34933c9ac6ca94.mp3],,,,,Lingua Libre,21,"""#OpenSubtitles"""
192,158,knabo,[sound:Lepticed7_knabo.mp3],boy,OG,[sound:hypertts-eaa68eef400293f01db61e747744096218d95b0ef83f461a2fb1ff6f.mp3],La knabo dancas kun la knabino.=The boy is dancing with the girl.,,,,Esperanto.cards,320,*Nouns [DuoLingo] [kontakto] [uea/facila] People
193,208,tra,[sound:Lepticed7_tra.mp3],through,OG,[sound:hypertts-3395c381767e526331c74ffa02c9792bc66a4d87fe1e41d411c9866c.mp3],Vojaĝo tra Kanado estas longa.=A trip through Canada is long.,,"trairi=to go through, to traverse,trarigardi=to look through",[sound:hypertts-4a674514be96c15dc88ad09d0d506d087a2c9c91eec46475f53dae7b.mp3],Esperanto.cards,202,*Prepositions [DuoLingo] [kontakto] [uea/facila] Basics
